Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9
0,10.4562683105469,10.4283142089844,13.3464660644531,15.3739929199219,123.187194824219,120.210845947266,4.57489013671875,5.66571044921875
0,20.6809387207031,10.5892333984375,14.7117614746094,15.7819519042969,125.499694824219,120.465728759766,5.33554077148438,5.39663696289062
0,19.7230224609375,11.715087890625,15.7580261230469,14.9745178222656,127.735137939453,121.784606933594,5.432373046875,5.35263061523438
0.25,20.3486022949219,13.4629211425781,15.3078308105469,14.5088500976562,129.578338623047,123.302398681641,5.12112426757812,6.10879516601562
0.25,20.3674926757812,12.9146118164062,14.1738891601562,15.1455688476562,128.457061767578,123.297149658203,4.61380004882812,5.5518798828125
0.25,20.2163391113281,13.3591003417969,13.3432006835938,13.3358154296875,129.002838134766,122.715728759766,5.47286987304688,5.58795166015625
0.5,18.65625,24.7827758789062,13.8364562988281,13.8238525390625,131.050598144531,125.817199707031,5.37368774414062,5.39260864257812
0.5,18.7765502929688,24.9064636230469,14.0470581054688,13.8840942382812,130.908843994141,125.493591308594,5.47958374023438,5.90713500976562
0.5,19.4794616699219,25.501220703125,14.4442443847656,13.5466918945312,131.114501953125,124.655212402344,5.03286743164062,6.12860107421875
0.5,20.7041931152344,13.6871643066406,12.734619140625,14.7918090820312,131.361846923828,125.971649169922,4.67669677734375,5.896728515625
0.5,19.2850341796875,13.3895568847656,12.2572021484375,13.2902526855469,131.107482910156,125.04638671875,5.12997436523438,6.13491821289062
0.75,20.8586730957031,13.9000854492188,14.2023010253906,23.1374816894531,133.960693359375,127.615539550781,5.05865478515625,5.34603881835938
0.75,21.1317443847656,14.0771484375,14.5162048339844,23.5787658691406,133.744964599609,126.863983154297,4.7818603515625,5.53103637695312
0.75,21.9163208007812,15.8453979492188,11.899658203125,13.8318786621094,132.150360107422,127.1748046875,4.80389404296875,5.91998291015625
1,22.6925048828125,23.916259765625,13.6875915527344,12.5643310546875,133.739929199219,127.349548339844,4.94461059570312,5.28060913085938
1,23.8177795410156,18.6210632324219,12.6632995605469,24.5990295410156,132.780517578125,126.826843261719,5.47186279296875,5.49380493164062
1,22.1789855957031,17.0247802734375,12.1491394042969,13.9248352050781,133.930358886719,127.780700683594,5.31863403320312,5.37506103515625
